DKS	16618.0	MMA	14177.0	SSF	17506.0	A	13489.0	MM	2015-04-06T18:29:21-04:00	4 - DICKS SPORTING GOODS INC (0001089063) (Issuer)	False	SVP, Chief Accounting Officer	Oliver Joseph	http://www.sec.gov/Archives/edgar/data/1089063/000108906315000038/xslF345X03/wf-form4_142835935163393.xml
MLAB	0		0		10800.0	AAA	0		2015-04-03T20:53:22-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	False	Chief Financial Officer	SAKYS JOHN V	http://www.sec.gov/Archives/edgar/data/724004/000122892415000011/xslF345X03/primary_doc.xml
CBS, CBS.A	255000.0	M	255000.0	SSS	0		255000.0	M	2015-04-03T20:51:11-04:00	4 - CBS CORP (0000813828) (Issuer)	True	President & CEO	MOONVES LESLIE	http://www.sec.gov/Archives/edgar/data/813828/000122520815009541/xslF345X03/doc4.xml
CBS, CBS.A	72.0	M	38.0	F	231.0	A	72.0	M	2015-04-03T20:50:09-04:00	4 - CBS CORP (0000813828) (Issuer)	False	Sr.EVP, Chief Legal Officer	Tu Lawrence	http://www.sec.gov/Archives/edgar/data/813828/000122520815009540/xslF345X03/doc4.xml
MGRC	2800.0	M	0		0		2800.0	M	2015-04-03T20:49:28-04:00	4 - MCGRATH RENTCORP (0000752714) (Issuer)	False	No Title	DAWSON WILLIAM J	http://www.sec.gov/Archives/edgar/data/752714/000124636015001712/xslF345X03/form.xml
MGRC	2300.0	M	0		0		2300.0	M	2015-04-03T20:49:16-04:00	4 - MCGRATH RENTCORP (0000752714) (Issuer)	False	No Title	FETTER ELIZABETH A	http://www.sec.gov/Archives/edgar/data/752714/000124636015001709/xslF345X03/form.xml
HELI	0		0		700000.0	A	0		2015-04-03T20:47:42-04:00	4 - CHC Group Ltd. (0001586300) (Issuer)	False	SVP, Legal and Administration	Yazhari Hooman	http://www.sec.gov/Archives/edgar/data/1586300/000120919115032523/xslF345X03/doc4.xml
SCYX	0		0		554.0	A	0		2015-04-03T20:45:54-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	True	No Title	GILMAN STEVEN C	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000050/xslF345X03/wf-form4_142810834409860.xml
SCYX	0		0		1690.0	A	0		2015-04-03T20:44:25-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	True	No Title	Nothias Jean-Yves	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000048/xslF345X03/wf-form4_142810825538274.xml
SCYX	0		0		1976.0	A	0		2015-04-03T20:42:46-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	True	No Title	Macdonald Guy	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000046/xslF345X03/wf-form4_142810814645858.xml
SCYX	0		0		1207.0	A	0		2015-04-03T20:40:47-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	True	No Title	Langlois Patrick	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000044/xslF345X03/wf-form4_142810803710992.xml
TWTR	0		468000.0	SSSSSSSSSSSSSSS	0		0		2015-04-03T20:39:51-04:00	4 - TWITTER, INC. (0001418091) (Issuer)	True	No Title	Williams Evan Clark	http://www.sec.gov/Archives/edgar/data/1418091/000143774915006874/xslF345X03/rdgdoc.xml
TWTR	0		19148.0	S	0		0		2015-04-03T20:39:42-04:00	4 - TWITTER, INC. (0001418091) (Issuer)	False	VP, Engineering	Roetter Alexander	http://www.sec.gov/Archives/edgar/data/1418091/000143774915006873/xslF345X03/rdgdoc.xml
TWTR	0		18845.0	S	0		0		2015-04-03T20:39:19-04:00	4 - TWITTER, INC. (0001418091) (Issuer)	True	Chief Executive Officer	Costolo Richard	http://www.sec.gov/Archives/edgar/data/1418091/000143774915006872/xslF345X03/rdgdoc.xml
TWTR	0		29646.0	S	0		0		2015-04-03T20:39:07-04:00	4 - TWITTER, INC. (0001418091) (Issuer)	False	President of Revenue	Bain Adam	http://www.sec.gov/Archives/edgar/data/1418091/000143774915006871/xslF345X03/rdgdoc.xml
TWTR	0		27035.0	SSS	0		0		2015-04-03T20:38:54-04:00	4 - TWITTER, INC. (0001418091) (Issuer)	False	Vice President of Product	Weil Kevin	http://www.sec.gov/Archives/edgar/data/1418091/000143774915006870/xslF345X03/rdgdoc.xml
SCYX	0		0		330000.0	A	0		2015-04-03T20:38:49-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	True	Chief Executive Officer	Taglietti Marco	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000042/xslF345X03/wf-form4_142810791954615.xml
NMBL	0		7463.0	GGS	0		0		2015-04-03T20:37:45-04:00	4 - Nimble Storage Inc (0001452751) (Issuer)	True	Chief Executive Officer	Vasudevan Suresh	http://www.sec.gov/Archives/edgar/data/1452751/000114036115014464/xslF345X03/doc1.xml
SCYX	0		0		9541.0	A	0		2015-04-03T20:36:44-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	False	Chief Financial Officer	Osborne, Jr. Charles F	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000040/xslF345X03/wf-form4_142810779431004.xml
MLAB	0		0		10800.0	AAA	0		2015-04-03T20:36:39-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	False	Chief Sales & Mktg. Officer	Adriance Glenn E	http://www.sec.gov/Archives/edgar/data/724004/000122892415000010/xslF345X03/primary_doc.xml
EXE	2300.0	P	0		0		0		2015-04-03T20:35:18-04:00	4 - Crexendo, Inc. (0001075736) (Issuer)	True	No Title	Puri Anil K.	http://www.sec.gov/Archives/edgar/data/1075736/000135448815001613/xslF345X03/issuerdirect_section16.xml
RIGL	0		10000.0	S	0		0		2015-04-03T20:35:14-04:00	4 - RIGEL PHARMACEUTICALS INC (0001034842) (Issuer)	True	EVP, Pres. Discovery&Research	PAYAN DONALD G	http://www.sec.gov/Archives/edgar/data/1034842/000117911015006005/xslF345X03/edgar.xml
SCYX	0		0		1976.0	A	0		2015-04-03T20:35:13-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	True	No Title	KIRBY PAMELA J	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000038/xslF345X03/wf-form4_142810770309005.xml
TWOU	13714.0	A	0		28180.0	A	0		2015-04-03T20:33:41-04:00	4 - 2U, Inc. (0001459417) (Issuer)	False	Chief Marketing Officer	Rinehart Jeff C	http://www.sec.gov/Archives/edgar/data/1459417/000110465915025820/xslF345X03/a4.xml
TWOU	39184.0	A	0		80515.0	A	0		2015-04-03T20:33:27-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	Chief Executive Officer	Paucek Christopher J	http://www.sec.gov/Archives/edgar/data/1359083/000110465915025819/xslF345X03/a4.xml
TWOU	13714.0	A	0		28180.0	A	0		2015-04-03T20:33:26-04:00	4 - 2U, Inc. (0001459417) (Issuer)	False	Chief Technology Officer	Kenigsberg James	http://www.sec.gov/Archives/edgar/data/1459417/000110465915025818/xslF345X03/a4.xml
TWOU	13714.0	A	0		28180.0	A	0		2015-04-03T20:33:11-04:00	4 - 2U, Inc. (0001459417) (Issuer)	False	Chief Financial Officer	GRAHAM CATHERINE A	http://www.sec.gov/Archives/edgar/data/1282489/000110465915025817/xslF345X03/a4.xml
TWOU	19200.0	A	20000.0	SS	39452.0	A	0		2015-04-03T20:32:57-04:00	4 - 2U, Inc. (0001459417) (Issuer)	False	President & COO	COHEN ROBERT	http://www.sec.gov/Archives/edgar/data/1246979/000110465915025816/xslF345X03/a4.xml
TWOU	2938.0	AA	0		4048.0	A	0		2015-04-03T20:32:41-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	STAVIS ROBERT M	http://www.sec.gov/Archives/edgar/data/1241953/000110465915025815/xslF345X03/a4.xml
BANC	121852.0	A	25978.0	F	0		0		2015-04-03T20:32:39-04:00	4 - BANC OF CALIFORNIA, INC. (0001169770) (Issuer)	False	No Title	Sugarman Steven	http://www.sec.gov/Archives/edgar/data/1169770/000141588915001269/xslF345X03/form4-04032015_050430.xml
TWOU	2938.0	AA	0		4048.0	A	0		2015-04-03T20:32:27-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	Moe Michael T.	http://www.sec.gov/Archives/edgar/data/1459417/000110465915025814/xslF345X03/a4.xml
TWOU	2938.0	AA	0		4048.0	A	0		2015-04-03T20:32:12-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	MAEDER PAUL A	http://www.sec.gov/Archives/edgar/data/1013713/000110465915025813/xslF345X03/a4.xml
TWOU	2938.0	AA	0		4048.0	A	0		2015-04-03T20:32:12-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	Macias Edward S.	http://www.sec.gov/Archives/edgar/data/1459417/000110465915025812/xslF345X03/a4.xml
TWOU	2938.0	AA	0		4048.0	A	0		2015-04-03T20:31:56-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	Lewis Earl	http://www.sec.gov/Archives/edgar/data/1459417/000110465915025811/xslF345X03/a4.xml
TWOU	3330.0	AAAA	0		4048.0	A	0		2015-04-03T20:31:42-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	LARSON JOHN M	http://www.sec.gov/Archives/edgar/data/1216326/000110465915025810/xslF345X03/a4.xml
TWOU	3722.0	AAAA	0		4048.0	A	0		2015-04-03T20:31:27-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	KRAWCHECK SALLIE	http://www.sec.gov/Archives/edgar/data/1226642/000110465915025809/xslF345X03/a4.xml
NMBL	0		5000.0	SS	0		0		2015-04-03T20:31:25-04:00	4 - Nimble Storage Inc (0001452751) (Issuer)	False	Chief Financial Officer	SINGH ANUP V	http://www.sec.gov/Archives/edgar/data/1242016/000114036115014462/xslF345X03/doc1.xml
TWOU	3330.0	AAAA	0		4048.0	A	0		2015-04-03T20:31:11-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	HALEY TIMOTHY M	http://www.sec.gov/Archives/edgar/data/1201583/000110465915025808/xslF345X03/a4.xml
TWOU	2938.0	AA	0		4048.0	A	0		2015-04-03T20:30:57-04:00	4 - 2U, Inc. (0001459417) (Issuer)	True	No Title	CHERNIS MARK	http://www.sec.gov/Archives/edgar/data/1190619/000110465915025806/xslF345X03/a4.xml
PATK	30234.0	J	56278.0	JJ	0		0		2015-04-03T20:30:57-04:00	4 - PATRICK INDUSTRIES INC (0000076605) (Issuer)	False	No Title	GENDELL JEFFREY L ET AL	http://www.sec.gov/Archives/edgar/data/76605/000110465915025807/xslF345X03/a4.xml
MLAB	0		0		19500.0	AAA	0		2015-04-03T20:26:20-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	False	President and CEO	Sullivan John James	http://www.sec.gov/Archives/edgar/data/724004/000122892415000009/xslF345X03/primary_doc.xml
BANC	4055.0	A	5196.0	F	0		0		2015-04-03T20:22:23-04:00	4 - BANC OF CALIFORNIA, INC. (0001169770) (Issuer)	False	No Title	Seabold Jeffrey T	http://www.sec.gov/Archives/edgar/data/1169770/000141588915001267/xslF345X03/form4-04032015_050414.xml
MLAB	0		0		1320.0	A	0		2015-04-03T20:13:45-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	True	No Title	KELLY DAVID M	http://www.sec.gov/Archives/edgar/data/724004/000122892415000008/xslF345X03/primary_doc.xml
RP	0		1511.0	F	0		0		2015-04-03T20:13:25-04:00	4 - REALPAGE INC (0001286225) (Issuer)	False	Chief Customer Officer	Rolley Daryl	http://www.sec.gov/Archives/edgar/data/1286225/000120919115032521/xslF345X03/doc4.xml
RTRX	20000.0	A	0		40000.0	A	0		2015-04-03T20:12:02-04:00	4 - Retrophin, Inc. (0001438533) (Issuer)	True	No Title	KOZARICH JOHN W	http://www.sec.gov/Archives/edgar/data/1223000/000120919115032519/xslF345X03/doc4.xml
BANC	15207.0	A	10391.0	F	0		0		2015-04-03T20:11:56-04:00	4 - BANC OF CALIFORNIA, INC. (0001169770) (Issuer)	False	No Title	Nicolas Ronald J. Jr.	http://www.sec.gov/Archives/edgar/data/1169770/000141588915001265/xslF345X03/form4-04032015_050447.xml
BANC	18248.0	A	866.0	F	0		0		2015-04-03T20:10:31-04:00	4 - BANC OF CALIFORNIA, INC. (0001169770) (Issuer)	False	No Title	March Matthew	http://www.sec.gov/Archives/edgar/data/1169770/000141588915001263/xslF345X03/form4-04032015_050422.xml
BANC	32441.0	A	5196.0	F	0		0		2015-04-03T20:09:12-04:00	4 - BANC OF CALIFORNIA, INC. (0001169770) (Issuer)	False	No Title	Grosvenor John C.	http://www.sec.gov/Archives/edgar/data/1169770/000141588915001261/xslF345X03/form4-04032015_050403.xml
RP	0		1450.0	F	0		0		2015-04-03T20:08:25-04:00	4 - REALPAGE INC (0001286225) (Issuer)	False	EVP, CFO & Treasurer	HILL W BRYAN	http://www.sec.gov/Archives/edgar/data/1232293/000120919115032517/xslF345X03/doc4.xml
MLAB	0		0		1320.0	A	0		2015-04-03T20:07:41-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	True	No Title	GUILLEMIN EVAN	http://www.sec.gov/Archives/edgar/data/724004/000122892415000007/xslF345X03/primary_doc.xml
BANC	13034.0	A	1732.0	F	0		0		2015-04-03T20:07:21-04:00	4 - BANC OF CALIFORNIA, INC. (0001169770) (Issuer)	False	No Title	Duda Nathan	http://www.sec.gov/Archives/edgar/data/1169770/000141588915001259/xslF345X03/form4-04032015_050412.xml
RP	0		1481.0	F	0		0		2015-04-03T20:05:54-04:00	4 - REALPAGE INC (0001286225) (Issuer)	False	EVP Enterprise Solutions	Chaney William P	http://www.sec.gov/Archives/edgar/data/1286225/000120919115032515/xslF345X03/doc4.xml
BANC	24331.0	A	2165.0	F	0		0		2015-04-03T20:05:47-04:00	4 - BANC OF CALIFORNIA, INC. (0001169770) (Issuer)	False	No Title	Boyle Hugh F	http://www.sec.gov/Archives/edgar/data/1169770/000141588915001257/xslF345X03/form4-04032015_050438.xml
RP	0		1710.0	F	0		0		2015-04-03T20:04:23-04:00	4 - REALPAGE INC (0001286225) (Issuer)	True	Chairman President & CEO	WINN STEPHEN T	http://www.sec.gov/Archives/edgar/data/929212/000120919115032513/xslF345X03/doc4.xml
MLAB	0		0		1320.0	A	0		2015-04-03T20:02:16-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	True	No Title	Dwyer Robert V	http://www.sec.gov/Archives/edgar/data/724004/000122892415000006/xslF345X03/primary_doc.xml
RP	7032.0	A	0		0		0		2015-04-03T20:00:56-04:00	4 - REALPAGE INC (0001286225) (Issuer)	True	No Title	Wright Jason A	http://www.sec.gov/Archives/edgar/data/1286225/000120919115032511/xslF345X03/doc4.xml
AEGR	0		0		34000.0	AA	0		2015-04-03T19:59:40-04:00	4 - Aegerion Pharmaceuticals, Inc. (0001338042) (Issuer)	False	Chief Performance Officer	Weger Mary	http://www.sec.gov/Archives/edgar/data/1338042/000120919115032509/xslF345X03/doc4.xml
RP	7032.0	A	0		0		0		2015-04-03T19:59:22-04:00	4 - REALPAGE INC (0001286225) (Issuer)	True	No Title	LEEDS JEFFREY T	http://www.sec.gov/Archives/edgar/data/1245798/000120919115032508/xslF345X03/doc4.xml
AEGR	0		0		34000.0	AA	0		2015-04-03T19:59:21-04:00	4 - Aegerion Pharmaceuticals, Inc. (0001338042) (Issuer)	False	See Remarks	Andrews William T.	http://www.sec.gov/Archives/edgar/data/1338042/000120919115032507/xslF345X03/doc4.xml
RP	7032.0	A	0		0		0		2015-04-03T19:57:54-04:00	4 - REALPAGE INC (0001286225) (Issuer)	True	No Title	KANE CHARLES	http://www.sec.gov/Archives/edgar/data/1203561/000120919115032505/xslF345X03/doc4.xml
MLAB	0		0		1320.0	A	0		2015-04-03T19:56:45-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	True	No Title	BROOKS MICHAEL T	http://www.sec.gov/Archives/edgar/data/724004/000122892415000005/xslF345X03/primary_doc.xml
RP	7032.0	A	0		0		0		2015-04-03T19:54:46-04:00	4 - REALPAGE INC (0001286225) (Issuer)	True	No Title	INGRAHAM SCOTT S	http://www.sec.gov/Archives/edgar/data/1192157/000120919115032503/xslF345X03/doc4.xml
RP	7032.0	A	0		0		0		2015-04-03T19:53:19-04:00	4 - REALPAGE INC (0001286225) (Issuer)	True	No Title	GYENES PETER	http://www.sec.gov/Archives/edgar/data/1184792/000120919115032501/xslF345X03/doc4.xml
SGMO	15000.0	MMM	15000.0	S	0		15000.0	MMM	2015-04-03T19:53:03-04:00	4 - SANGAMO BIOSCIENCES INC (0001001233) (Issuer)	False	SVP of Research & CSO	Gregory Philip D	http://www.sec.gov/Archives/edgar/data/1001233/000114036115014460/xslF345X03/doc1.xml
RP	7032.0	A	0		0		0		2015-04-03T19:52:01-04:00	4 - REALPAGE INC (0001286225) (Issuer)	True	No Title	BERKELEY ALFRED R III	http://www.sec.gov/Archives/edgar/data/1072609/000120919115032498/xslF345X03/doc4.xml
MBVX	0		0		68500.0	AA	0		2015-04-03T19:52:01-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	True	No Title	WICK MICHAEL M	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032499/xslF345X03/doc4.xml
MLAB	0		0		1320.0	A	0		2015-04-03T19:51:10-04:00	4 - MESA LABORATORIES INC /CO (0000724004) (Issuer)	True	No Title	CAMPBELL H STUART	http://www.sec.gov/Archives/edgar/data/724004/000122892415000004/xslF345X03/primary_doc.xml
MBVX	0		0		609500.0	AA	0		2015-04-03T19:49:01-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	False	VP of Antibody Discovery	Scholz Wolfgang W.	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032495/xslF345X03/doc4.xml
MBVX	0		0		668000.0	AA	0		2015-04-03T19:48:08-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	False	Vice President	MAFFUID PAUL W	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032494/xslF345X03/doc4.xml
MBVX	0		0		68500.0	AA	0		2015-04-03T19:44:49-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	True	No Title	Ravetch Jeffrey V.	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032492/xslF345X03/doc4.xml
MBVX	0		0		68500.0	AA	0		2015-04-03T19:43:50-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	True	No Title	MAIER PAUL V	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032491/xslF345X03/doc4.xml
MBVX	0		0		68500.0	AA	0		2015-04-03T19:43:02-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	True	No Title	HOFFMAN ROBERT	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032490/xslF345X03/doc4.xml
MBVX	0		0		935200.0	AA	0		2015-04-03T19:42:14-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	False	Chief Financial Officer	HANSON GREGORY P	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032489/xslF345X03/doc4.xml
MBVX	0		0		1806500.0	AA	0		2015-04-03T19:40:37-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	True	President and CEO	HANSEN JOHN DAVID	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032488/xslF345X03/doc4.xml
EXPE	0		0		50.013	A	0		2015-04-03T19:39:56-04:00	4 - Expedia, Inc. (0001324424) (Issuer)	True	No Title	Tazon Jose A	http://www.sec.gov/Archives/edgar/data/1324424/000122520815009539/xslF345X03/doc4.xml
MBVX	0		0		68500.0	AA	0		2015-04-03T19:39:30-04:00	4 - MABVAX THERAPEUTICS HOLDINGS, INC. (0001109196) (Issuer)	True	No Title	Cohen Kenneth M	http://www.sec.gov/Archives/edgar/data/1109196/000120919115032487/xslF345X03/doc4.xml
CIGW	3123.0	A	0		0		0		2015-04-03T19:37:21-04:00	4 - CIG WIRELESS CORP. (0001432754) (Issuer)	True	No Title	BARBER GRANT	http://www.sec.gov/Archives/edgar/data/1260030/000090571815000356/xslF345X03/cig_barberfm4apr12015.xml
SON	0		0		602.7	A	0		2015-04-03T19:35:52-04:00	4 - SONOCO PRODUCTS CO (0000091767) (Issuer)	True	No Title	WHIDDON THOMAS E	http://www.sec.gov/Archives/edgar/data/91767/000122520815009538/xslF345X03/doc4.xml
SCYX	0		0		50000.0	A	0		2015-04-03T19:35:46-04:00	4 - SCYNEXIS INC (0001178253) (Issuer)	True	President	Ribeill Yves J	http://www.sec.gov/Archives/edgar/data/1178253/000117825315000036/xslF345X03/wf-form4_142810413629158.xml
CIGW	3123.0	A	0		0		0		2015-04-03T19:34:56-04:00	4 - CIG WIRELESS CORP. (0001432754) (Issuer)	True	No Title	Margent Gabriel	http://www.sec.gov/Archives/edgar/data/1432754/000090571815000354/xslF345X03/cig_margentfm4apr12015.xml
SON	0		0		602.7	A	0		2015-04-03T19:33:49-04:00	4 - SONOCO PRODUCTS CO (0000091767) (Issuer)	True	No Title	OKEN MARC D	http://www.sec.gov/Archives/edgar/data/91767/000122520815009537/xslF345X03/doc4.xml
NMBL	0		16000.0	SSSS	0		0		2015-04-03T19:33:44-04:00	4 - Nimble Storage Inc (0001452751) (Issuer)	False	Chief Technology Officer	MAHESHWARI UMESH	http://www.sec.gov/Archives/edgar/data/1452751/000114036115014457/xslF345X03/doc1.xml
SON	0		0		945.1	A	0		2015-04-03T19:32:47-04:00	4 - SONOCO PRODUCTS CO (0000091767) (Issuer)	True	No Title	MICALI JAMES M	http://www.sec.gov/Archives/edgar/data/91767/000122520815009536/xslF345X03/doc4.xml
CIGW	104085.0	A	0		0		0		2015-04-03T19:32:25-04:00	4 - CIG WIRELESS CORP. (0001432754) (Issuer)	True	Chief Executive Officer	McGinn Paul	http://www.sec.gov/Archives/edgar/data/1432754/000090571815000352/xslF345X03/cig_mcginnfm4apr12015.xml
CPSS	10000.0	M	6990.0	F	0		10000.0	M	2015-04-03T19:32:08-04:00	4 - CONSUMER PORTFOLIO SERVICES INC (0000889609) (Issuer)	True	No Title	WOOD DANIEL S	http://www.sec.gov/Archives/edgar/data/889609/000088960915000011/xslF345X03/primary_doc.xml
SON	0		0		602.7	A	0		2015-04-03T19:31:45-04:00	4 - SONOCO PRODUCTS CO (0000091767) (Issuer)	True	No Title	MCGARVIE BLYTHE J	http://www.sec.gov/Archives/edgar/data/91767/000122520815009535/xslF345X03/doc4.xml
SON	0		0		602.7	A	0		2015-04-03T19:30:43-04:00	4 - SONOCO PRODUCTS CO (0000091767) (Issuer)	True	No Title	Linville John E	http://www.sec.gov/Archives/edgar/data/91767/000122520815009534/xslF345X03/doc4.xml
NMBL	0		7692.0	S	0		0		2015-04-03T19:30:41-04:00	4 - Nimble Storage Inc (0001452751) (Issuer)	True	VP Engineering	MEHTA VARUN	http://www.sec.gov/Archives/edgar/data/1452751/000114036115014455/xslF345X03/doc1.xml
SON	0		0		602.7	A	0		2015-04-03T19:29:41-04:00	4 - SONOCO PRODUCTS CO (0000091767) (Issuer)	True	No Title	LAWTON EDGAR H III	http://www.sec.gov/Archives/edgar/data/91767/000122520815009533/xslF345X03/doc4.xml
AEP	0		0		5053.0	A	0		2015-02-26T14:23:19-05:00	4 - AMERICAN ELECTRIC POWER CO INC (0000004904) (Issuer)	False	Executive Vice President	Barton Lisa M	http://www.sec.gov/Archives/edgar/data/4904/000139888915000042/xslF345X03/edgar.xml
MHK	2500.0	M	4378.0	SS	0		2500.0	M	2015-02-26T14:22:26-05:00	4 - MOHAWK INDUSTRIES INC (0000851968) (Issuer)	False	President-Dal-Tile	Turner John C JR	http://www.sec.gov/Archives/edgar/data/851968/000085196815000019/xslF345X03/edgardoc.xml
CHCO	541.0	A	0		0		0		2015-02-26T14:22:00-05:00	4 - CITY HOLDING CO (0000726854) (Issuer)	True	No Title	FISHER ROBERT D	http://www.sec.gov/Archives/edgar/data/726854/000114036115009071/xslF345X03/doc1.xml
AEP	0		0		34008.0	A	0		2015-02-26T14:21:34-05:00	4 - AMERICAN ELECTRIC POWER CO INC (0000004904) (Issuer)	False	President, CEO	Akins Nicholas K	http://www.sec.gov/Archives/edgar/data/4904/000139888915000040/xslF345X03/edgar.xml
WFC	0		0		1626.0	A	0		2015-02-26T14:19:18-05:00	4 - WELLS FARGO & COMPANY/MN (0000072971) (Issuer)	False	Executive VP & Controller	LEVY RICHARD	http://www.sec.gov/Archives/edgar/data/72971/000112760215008536/xslF345X03/form4.xml
MHK	2500.0	M	4378.0	SS	0		2500.0	M	2015-02-26T14:22:26-05:00	4 - MOHAWK INDUSTRIES INC (0000851968) (Issuer)	False	President-Dal-Tile	Turner John C JR	http://www.sec.gov/Archives/edgar/data/851968/000085196815000019/xslF345X03/edgardoc.xml
CHCO	541.0	A	0		0		0		2015-02-26T14:22:00-05:00	4 - CITY HOLDING CO (0000726854) (Issuer)	True	No Title	FISHER ROBERT D	http://www.sec.gov/Archives/edgar/data/726854/000114036115009071/xslF345X03/doc1.xml
AEP	0		0		34008.0	A	0		2015-02-26T14:21:34-05:00	4 - AMERICAN ELECTRIC POWER CO INC (0000004904) (Issuer)	False	President, CEO	Akins Nicholas K	http://www.sec.gov/Archives/edgar/data/4904/000139888915000040/xslF345X03/edgar.xml
WFC	0		0		1626.0	A	0		2015-02-26T14:19:18-05:00	4 - WELLS FARGO & COMPANY/MN (0000072971) (Issuer)	False	Executive VP & Controller	LEVY RICHARD	http://www.sec.gov/Archives/edgar/data/72971/000112760215008536/xslF345X03/form4.xml
CSPI	4000.0	A	0		0		0		2015-02-26T14:19:04-05:00	4 - CSP INC /MA/ (0000356037) (Issuer)	True	No Title	Smith Marilyn T	http://www.sec.gov/Archives/edgar/data/356037/000158220115000001/xslF345X03/primary_doc.xml
NONE	348.0	PP	0		0		0		2015-02-26T14:18:11-05:00	4 - CHOICEONE FINANCIAL SERVICES INC (0000803164) (Issuer)	True	No Title	JOHNSON PAUL L	http://www.sec.gov/Archives/edgar/data/803164/000090572915000072/xslF345X03/johnsonp4_022615.xml
CHCO	541.0	A	0		0		0		2015-02-26T14:15:52-05:00	4 - CITY HOLDING CO (0000726854) (Issuer)	True	No Title	FILE W H III	http://www.sec.gov/Archives/edgar/data/726854/000114036115009069/xslF345X03/doc1.xml
DAN	0		0		23135.0	A	0		2015-02-26T14:13:53-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	Pres Off-Hwy Technologies	Aghili Aziz	http://www.sec.gov/Archives/edgar/data/26780/000122520815005941/xslF345X03/doc4.xml
DAN	0		0		22939.0	A	0		2015-02-26T14:13:51-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	Chief Administrative Officer	Bowen Jeffrey S	http://www.sec.gov/Archives/edgar/data/26780/000122520815005940/xslF345X03/doc4.xml
DAN	0		0		17744.0	A	0		2015-02-26T14:13:49-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	Chief Technical & Quality Offi	Constand George T	http://www.sec.gov/Archives/edgar/data/26780/000122520815005939/xslF345X03/doc4.xml
DAN	0		0		5825.0	A	0		2015-02-26T14:13:48-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	SVP & Chief Acctg Offic	Filcek Rodney R	http://www.sec.gov/Archives/edgar/data/26780/000122520815005938/xslF345X03/doc4.xml
DAN	0		0		20440.0	A	0		2015-02-26T14:13:46-05:00	4 - DANA HOLDING CORP (0000026780) (Issuer)	False	SVP, General Counsel & Secty	Levin Marc S	http://www.sec.gov/Archives/edgar/data/26780/000122520815005937/xslF345X03/doc4.xml
